"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"23653","No","2010 - 2014",393060,1,54,2626.71,54257,1
"23654","No","2010 - 2014",431091,2,73,2908.85,81015,2
"23655","No","2000 - 2004",146784,2,17,1060.9,4447,1
"23656","No","2015 - 2019",540946,2,22,1512.76,6653,12
"23657","No","2015 - 2019",549285,1,2,12361.53,0,1
"23658","No","2015 - 2019",553061,1,1,7542.38,0,1
"23659","No","2015 - 2019",543479,1,13,387.11,1577,1
"23660","No","2010 - 2014",454150,1,5,0,534.599999,1
"23661","No","2015 - 2019",544701,1,2,0,11,1
"23662","No","2015 - 2019",495524,1,22,2341.53,111012,1
"23663","No","2015 - 2019",544259,2,8,203.95,922,1
"23664","No","2005 - 2009",227695,2,3,2.87,9,1
"23665","No","2015 - 2019",476612,3,223,721840.46,8326303,1
"23666","No","2010 - 2014",440793,2,22,2243.48,8521,1
"23667","No","2010 - 2014",455094,1,51,0,146640.8167,1
"23668","No","2005 - 2009",293125,1,16,764.92,15080,1
"23669","No","2010 - 2014",435594,2,65,1340.71,6550,3
"23670","No","2010 - 2014",387446,1,54,1582.65,23440,1
"23671","No","2015 - 2019",503496,1,12,28.04,701,1
"23672","No","2005 - 2009",297831,1,9,148.36,1638,1
"23673","No","2010 - 2014",453409,1,2,0,346.1,1
"23674","No","2010 - 2014",351437,2,23,334.7,2799,1
"23675","No","2015 - 2019",495386,1,8,86193.55,0,1
"23676","No","2005 - 2009",311718,1,22,2357.67,7265,1
"23677","No","2010 - 2014",333395,3,156,30259.03908,1934631,3
"23678","No","2015 - 2019",541015,1,9,41.14,491,4
"23679","No","2015 - 2019",541756,1,7,0,0,1
"23680","No","2015 - 2019",483336,2,127,132965.88,1624631,2
"23681","No","2015 - 2019",474151,1,57,1089.75,16176,1
"23682","No","2015 - 2019",542360,1,7,0,0,1
"23683","Yes","2010 - 2014",373774,1,2,4.26,0,1
"23684","No","2015 - 2019",495724,2,50,466.19,13361,1
"23685","No","2010 - 2014",455779,1,27,0,7598.983336,1
"23686","No","2015 - 2019",541511,1,7,0,0,1
"23687","No","2005 - 2009",224744,3,109,13487.99376,798456,2
"23688","No","2015 - 2019",483214,1,1,7.99,325,1
"23689","No","2010 - 2014",453714,1,11,0,1080.266665,1
"23690","No","2015 - 2019",475275,1,1,-0.01,0,1
"23691","No","2010 - 2014",453869,3,136,0,297254.7834,1
"23692","No","2015 - 2019",543630,1,7,0,0,1
"23693","No","2015 - 2019",478196,1,12,303.97,43398,1
"23694","No","2015 - 2019",495744,1,6,5.05,229,1
"23695","No","2015 - 2019",473175,1,12,1344.07,2905,1
"23696","No","2015 - 2019",478758,2,38,193.89,5078,1
"23697","No","2015 - 2019",499330,2,4,70.17,610,1
"23698","No","2010 - 2014",455184,1,2,0,345.966667,1
"23699","No","2015 - 2019",541917,1,7,0,0,1
"23700","No","2015 - 2019",544300,1,7,0,0,1
"23701","No","2010 - 2014",348982,2,202,62211.06,195898,2
"23702","No","2015 - 2019",537158,1,1,33572.73,0,1
"23703","No","2010 - 2014",441055,1,16,308.45,2454,1
"23704","No","2015 - 2019",542951,2,8,0,7,1
"23705","No","2015 - 2019",502224,1,50,3053.29,7248,1
"23706","No","2015 - 2019",543141,2,8,0,6,1
"23707","No","2015 - 2019",544015,1,7,0,0,1
"23708","No","2015 - 2019",552945,1,12,378.28,70617,1
"23709","No","2010 - 2014",451734,1,3,37.99,400,1
"23710","No","2015 - 2019",543682,2,9,0,1175,1
"23711","No","2015 - 2019",537147,1,2,6.38,0,1
"23712","No","2010 - 2014",355777,1,28,2504.7,26312,1
"23713","No","2010 - 2014",452373,1,12,93.04,4156,1
"23714","No","2010 - 2014",455268,1,28,0,16349.71667,7
"23715","No","2015 - 2019",495251,1,21,263.96,11371,1
"23716","No","2015 - 2019",539124,1,11,1036.44,9947,1
"23717","No","2000 - 2004",137262,2,10,98.67,1138,1
"23718","No","2015 - 2019",544599,1,7,0,0,3
"23719","No","2010 - 2014",448496,1,1,1050.72,0,1
"23720","No","2010 - 2014",347017,1,3,-95.77,272,1
"23721","No","2015 - 2019",472833,1,11,0,1095.900002,1
"23722","No","2015 - 2019",502984,1,4,18.18,592,1
"23723","No","2010 - 2014",455832,1,30,0,8334.733332,1
"23724","No","2005 - 2009",167592,2,8,39.83,246,1
"23725","No","2015 - 2019",540859,1,8,532.3,5470,1
"23726","Yes","2005 - 2009",310524,1,38,3073.37,22718,1
"23727","No","2010 - 2014",369810,3,232,198079.89,1973955,1
"23728","No","2010 - 2014",408110,3,97,68201.95,95217,1
"23729","No","2015 - 2019",543637,1,7,0,0,1
"23730","No","2010 - 2014",453068,1,4,0,749.049999,1
"23731","No","2010 - 2014",398844,1,3,11.71,399,1
"23732","No","2015 - 2019",537259,1,4,29.98,196,1
"23733","No","2015 - 2019",495896,1,4,0,866,1
"23734","Yes","2010 - 2014",371720,1,46,578.35,6339,1
"23735","No","2015 - 2019",550342,2,19,347.25,5752,1
"23736","No","2015 - 2019",550110,1,7,982.68,13204,7
"23737","No","2015 - 2019",543385,2,14,0,105,11
"23738","No","2010 - 2014",368534,1,1,25,0,1
"23739","No","2010 - 2014",454607,2,31,0,35257.48334,2
"23740","No","2015 - 2019",482810,1,10,72.4,1093,1
"23741","No","2010 - 2014",400437,2,88,38304.88,689761,1
"23742","Yes","2010 - 2014",429076,1,4,-36.99,0,1
"23743","No","2015 - 2019",543834,2,8,0,12,1
"23744","No","2015 - 2019",544434,1,7,0,0,1
"23745","No","2000 - 2004",123166,1,2,6.45,14,1
"23746","No","2015 - 2019",536897,1,5,216.2,109,1
"23747","No","2010 - 2014",357900,2,38,3800.69,34354,1
"23748","No","2010 - 2014",398508,1,58,3160.33,18516,1
"23749","No","2010 - 2014",451527,8,337,4545403.34,139213417,1
"23750","No","2015 - 2019",501160,1,1,2084.65,0,1
"23751","No","2010 - 2014",371503,4,107,37326.58,308630,1
"23752","Yes","2005 - 2009",226763,1,8,19.08,0,1
"23753","No","2015 - 2019",553060,1,1,323.24,0,1
"23754","No","2015 - 2019",471924,1,14,141.18,1342,1
"23755","No","2015 - 2019",467552,1,13,67.57,2995,1
"23756","No","2010 - 2014",423694,5,244,1094674.16,62718455,1
"23757","No","2015 - 2019",482349,3,57,1025.7,75817,1
"23758","No","2010 - 2014",454532,1,12,0,1063.900002,1
"23759","No","2015 - 2019",542785,1,7,0,0,1
"23760","No","2015 - 2019",541777,2,28,1477.38,14343,70
"23761","No","2015 - 2019",500784,1,13,0,2384.733335,1
"23762","No","2005 - 2009",283321,3,237,68282.45,1714127,1
"23763","Yes","2015 - 2019",544250,2,9,0.18,18,2
"23764","No","2000 - 2004",118303,1,2,7.72,11,1
"23765","No","2015 - 2019",542214,1,3,0,0,1
"23766","No","2010 - 2014",335955,1,42,675.69,8687,1
"23767","No","2010 - 2014",428910,1,3,14.63,235,1
"23768","No","2015 - 2019",549580,2,34,1043.88,5741,5
"23769","No","2010 - 2014",457519,1,40,914.99,25411,1
"23770","No","2010 - 2014",435430,2,77,17085.56,392942,1
"23771","No","2015 - 2019",503599,1,6,123.38,1361,1
"23772","No","2015 - 2019",541234,1,10,34.88,875,4
"23773","Yes","2000 - 2004",129253,1,3,49.34,156,1
"23774","No","2015 - 2019",544222,1,7,0,0,1
"23775","No","2010 - 2014",424498,1,2,6.48,851,1
"23776","No","2015 - 2019",541123,2,9,65.75,267,2
"23777","No","2000 - 2004",106380,1,5,13.33,11,1
"23778","No","2005 - 2009",179910,1,79,16477.57,609393,2
"23779","No","2000 - 2004",128967,1,21,1696.04,19409,1
"23780","No","2010 - 2014",461467,1,11,666.19,4526,1
"23781","No","2015 - 2019",492074,1,18,328.02,2531,1
"23782","No","2015 - 2019",495339,1,15,114.06,6023,1
"23783","No","2010 - 2014",357178,1,24,156.46,321,1
"23784","No","2000 - 2004",119804,1,15,838.44,2252,1
"23785","No","2010 - 2014",451209,1,12,248.73,326,1
"23786","No","2010 - 2014",361757,1,47,1830.17,24108,1
"23787","No","2015 - 2019",475038,1,4,22.04,348,1
"23788","No","2010 - 2014",453897,2,27,0,12452.7,1
"23789","No","2015 - 2019",541841,2,20,6103.77,14623,2
"23790","No","2015 - 2019",540924,1,7,0,0,1
"23791","No","2015 - 2019",476543,1,4,24.54,165,1
"23792","No","2015 - 2019",544894,1,4,0,0,1
"23793","No","2015 - 2019",495577,2,61,715.8,33415,1
"23794","No","2015 - 2019",485105,1,34,1055.73,48333,1
"23795","No","2010 - 2014",434186,1,36,3491.11,12789,1
"23796","No","2015 - 2019",539482,1,1,14.89,147,1
"23797","No","2015 - 2019",531742,3,66,9310.34,277327,1
"23798","No","2005 - 2009",229720,1,16,123.35,1380,1
"23799","No","2015 - 2019",478593,1,17,62.03,5478,1
"23800","No","2010 - 2014",453436,2,27,0,18414.71666,1
"23801","No","2010 - 2014",421219,1,2,-5.644178,0,1
"23802","No","2015 - 2019",484534,1,4,6.94,63,1
"23803","No","2010 - 2014",438727,1,78,97699.36,3880447,1
"23804","Yes","90s",194614,1,2,20.62,2,1
"23805","No","2010 - 2014",367191,2,65,33257.29,408576,1
"23806","No","2010 - 2014",420278,2,20,3752.3,282055,37
"23807","No","2005 - 2009",234484,1,6,24.45,544,1
"23808","No","2010 - 2014",453681,1,3,0,299.499999,1
"23809","No","2015 - 2019",542434,1,7,0,0,1
"23810","No","2005 - 2009",233302,1,26,714.85,12580,2
"23811","No","2015 - 2019",484080,2,74,2435.16,160224,2
"23812","No","2010 - 2014",373248,2,71,9401.2,117315,3
"23813","No","2005 - 2009",231218,1,61,285.73,5840,1
"23814","No","2015 - 2019",542217,3,42,737.91,6322,6
"23815","No","2005 - 2009",321482,1,67,9775.87,20869,1
"23816","No","2015 - 2019",499604,2,14,222.96,1811,1
"23817","Yes","2015 - 2019",478542,1,2,5.67,369,1
"23818","No","2010 - 2014",374923,1,55,979.62,24060,1
"23819","No","2015 - 2019",543140,1,7,0,0,1
"23820","No","2015 - 2019",537419,1,1,141120,0,1
"23821","Yes","2015 - 2019",531695,2,5,38.66,1078,1
"23822","No","2010 - 2014",451362,2,55,2916.72,72034,1
"23823","No","2010 - 2014",463105,2,2,8.25,325,1
"23824","No","2015 - 2019",539489,2,21,1027.38,6324,1
"23825","No","2010 - 2014",433095,2,57,3064.69,20613,1
"23826","No","2015 - 2019",495884,1,2,18.28,761,1
"23827","No","2005 - 2009",233630,1,7,187.66,2345,1
"23828","No","2015 - 2019",543131,1,7,0,0,1
"23829","No","2010 - 2014",441470,1,19,686.66,20905,1
"23830","No","2015 - 2019",538530,2,14,363.19,1019,1
"23831","No","2010 - 2014",418631,1,20,399.86,4341,1
"23832","No","2015 - 2019",540944,1,7,0,0,1
"23833","No","2010 - 2014",413214,3,58,1825.85,16823,1
"23834","No","2015 - 2019",502502,1,1,0.02,3,1
"23835","No","2015 - 2019",542237,1,7,0,0,1
"23836","No","2015 - 2019",545020,1,16,1207.63,7181,1
"23837","No","2000 - 2004",105059,1,10,173.46,2284,1
"23838","No","2010 - 2014",327750,1,59,19236.55,62607,1
"23839","No","2010 - 2014",387001,1,17,456.15,10835,1
"23840","No","2015 - 2019",500225,1,48,6765.71,137144,1
"23841","No","2010 - 2014",374919,2,134,83176.87,3278315,1
"23842","No","2010 - 2014",454309,2,12,0,1924.733334,1
"23843","No","2015 - 2019",543988,1,4,15.04,88,1
"23844","No","2015 - 2019",480026,1,2,0,110.566667,1
"23845","No","2015 - 2019",550412,2,36,27226.09,51353,1
"23846","No","2000 - 2004",262542,1,42,1289.35,31760,1
"23847","No","2000 - 2004",112482,1,3,5.34,9,1
"23848","No","2015 - 2019",543661,1,7,0,0,1
"23849","No","2015 - 2019",541782,1,7,0,0,1
"23850","No","2010 - 2014",330204,4,208,38650.02,1790094,1
"23851","No","2015 - 2019",537565,3,67,8732.856871,18235,1
"23852","No","2015 - 2019",541440,1,7,0,0,1
"23853","No","2015 - 2019",536912,1,1,4.31,0,1
"23854","No","2010 - 2014",452481,1,6,3.16,1276,1
"23855","No","2015 - 2019",538047,1,3,48.02,194,1
"23856","No","2010 - 2014",338623,3,94,3593.21,16913,2
"23857","No","2010 - 2014",447113,1,18,162.97,261,1
"23858","No","2015 - 2019",552949,1,3,87.37,0,1
"23859","No","2000 - 2004",140458,1,30,1387.61,12687,1
"23860","No","2015 - 2019",543071,1,7,0,0,1
"23861","No","2015 - 2019",541095,1,7,1416.22,5468,1
"23862","No","2015 - 2019",498678,2,44,597.22,8835,1
"23863","No","2015 - 2019",480784,4,111,15799.85,805256,2
"23864","No","2010 - 2014",401656,2,22,32.32,726,1
"23865","No","2015 - 2019",537564,3,33,683.55,24177,1
"23866","No","2010 - 2014",434018,1,22,125.91,5763,1
"23867","No","2005 - 2009",134174,4,93,16684.91,455523,1
"23868","No","2015 - 2019",503145,2,50,39588.57,0,1
"23869","Yes","2010 - 2014",450881,2,110,34202.64,397263,1
"23870","No","2010 - 2014",408430,1,34,1382.64,55011,1
"23871","No","2015 - 2019",502351,2,34,4263.3,5655,1
"23872","Yes","2005 - 2009",282421,1,4,104.88,5295,1
"23873","No","2015 - 2019",543824,1,7,0,0,1
"23874","No","2015 - 2019",544616,1,7,0,0,1
"23875","No","2015 - 2019",476729,2,93,6501.62,108083,2
"23876","No","2015 - 2019",495802,1,10,66.54,2785,1
"23877","No","2015 - 2019",539471,1,15,3809.89,12845,1
"23878","No","2015 - 2019",539554,1,14,274.03,1680,1
"23879","No","2010 - 2014",384298,1,20,402.05,2452,1
"23880","No","2000 - 2004",110420,1,4,0,3,1
"23881","No","2015 - 2019",553214,1,9,319.13,16643,1
"23882","Yes","2010 - 2014",328597,1,1,4.18,80,1
"23883","No","2015 - 2019",539152,1,1,60.25,241,1
"23884","No","2015 - 2019",541235,1,7,0,0,1
"23885","No","2010 - 2014",425632,2,32,6288.56,134836,1
"23886","No","2010 - 2014",413537,1,1,530,0,1
"23887","No","2015 - 2019",495594,1,21,531.99,25427,1
"23888","No","2015 - 2019",542385,1,7,0,0,1
"23889","No","2015 - 2019",539376,1,7,443.99,915,1
"23890","Yes","2015 - 2019",546499,1,1,6.03,0,1
"23891","No","2010 - 2014",452986,1,31,0,46293.60001,1
"23892","No","2015 - 2019",470739,3,61,12031.78,797333,1
"23893","No","2015 - 2019",538765,2,57,8478.41,86823,1
"23894","No","2015 - 2019",482389,1,3,34.41,203,1
"23895","No","2015 - 2019",543252,1,7,0,0,1
"23896","No","2010 - 2014",437911,5,339,636790.35,8129560,1
"23897","No","2015 - 2019",495670,1,11,47.69,2332,1
"23898","No","2015 - 2019",474854,1,51,4283.2,79823,1
"23899","No","2010 - 2014",454513,1,28,0,8405.566662,1
"23900","No","2010 - 2014",390607,4,337,385984.16,8525784,1
"23901","No","2005 - 2009",311009,1,25,1403.85,4131,1
"23902","No","2015 - 2019",473143,2,51,1389.52,2502,1
"23903","No","2015 - 2019",546484,2,34,201.87,6456,1
"23904","No","2015 - 2019",544009,1,7,0,0,1
"23905","No","2000 - 2004",128638,1,44,1008.13,13193,1
"23906","No","2005 - 2009",324417,4,176,31955.7,1442536,119
"23907","Yes","2015 - 2019",501440,2,38,1871.5,29916,1
"23908","No","2005 - 2009",318914,3,159,18524.25,822947,12
"23909","No","2005 - 2009",153418,1,2,3.3,6,1
"23910","No","2015 - 2019",481668,2,40,425.49,15071,1
"23911","No","2005 - 2009",285016,1,14,201.98,1196,1
"23912","No","2015 - 2019",542629,2,3,51.64,195,1
"23913","No","2015 - 2019",466553,1,21,283.81,8141,1
"23914","No","2000 - 2004",197613,1,2,16.09,14,1
"23915","No","2010 - 2014",367532,4,310,50240.01418,4154084,1
"23916","No","2015 - 2019",503095,1,3,22.26,599,1
"23917","No","2015 - 2019",539528,1,14,1011.17,15314,1
"23918","No","2015 - 2019",493003,2,24,0,3724.949995,1
"23919","No","2010 - 2014",438235,2,4,24.48,112,1
"23920","No","2015 - 2019",502888,4,186,58661.99,188933,1
"23921","No","2015 - 2019",541179,1,7,0,0,1
"23922","No","2000 - 2004",128808,2,67,4085.17,21345,1
"23923","No","2015 - 2019",541966,2,7,0,23,1
"23924","No","2010 - 2014",325683,1,1,638.12,1484,1
"23925","No","2015 - 2019",543317,1,7,0,0,1
"23926","No","2015 - 2019",544928,1,7,0,0,1
"23927","No","2015 - 2019",542782,1,7,0,0,1
"23928","No","2015 - 2019",537032,3,81,11276.6,169726,2
"23929","Yes","2005 - 2009",161721,1,46,6488.423896,14953,1
"23930","No","2015 - 2019",493481,1,16,34472.16,0,17
"23931","No","2015 - 2019",555496,1,2,17.2,668,1
"23932","No","2015 - 2019",555727,2,6,160.48,100,1
"23933","No","2010 - 2014",455448,1,12,0,1853.85,1
"23934","No","2010 - 2014",428723,1,1,-75,0,1
"23935","No","2015 - 2019",538711,2,41,23909.93,78469,1
"23936","No","2015 - 2019",482212,1,7,867.6,168,1
"23937","No","2015 - 2019",496107,1,6,28.97,2370,1
"23938","No","2005 - 2009",175772,3,80,27871.73,171015,1
"23939","No","2010 - 2014",360895,1,3,7.27,0,1
"23940","No","2015 - 2019",537759,1,2,12.17,0,1
"23941","No","2015 - 2019",544913,1,1,0.33,2,1
"23942","No","2005 - 2009",275842,2,64,2868.86,30822,1
"23943","No","2015 - 2019",543621,1,11,202.66,1253,3
"23944","No","2015 - 2019",480073,1,23,0,14312.5,1
"23945","No","2015 - 2019",544625,1,7,0,0,1
"23946","No","2015 - 2019",552950,1,3,87.37,0,1
"23947","No","2015 - 2019",543852,2,17,2163.84,15910,6
"23948","No","2015 - 2019",539370,2,18,1363.12,4816,1
"23949","No","2015 - 2019",499184,1,2,44.77,501,1
"23950","No","2010 - 2014",440684,5,478,244544.05,9920780,2
"23951","Yes","2015 - 2019",494271,2,7,194.22,2485,1
"23952","Yes","2000 - 2004",137454,3,51,3671.86,69167,4
"23953","No","2015 - 2019",549200,1,20,252.64,5076,1
"23954","No","2015 - 2019",483584,3,26,3279.28,2578,1
"23955","No","2015 - 2019",543704,1,12,1714.72,4690,1
"23956","No","2010 - 2014",407997,6,562,516286.94,11076310,1
"23957","No","2015 - 2019",546556,1,2,621.42,0,1
"23958","No","2005 - 2009",313341,1,12,242.39,1541,1
"23959","No","2010 - 2014",454244,1,16,0,1828.133333,1
"23960","No","2015 - 2019",543299,3,42,19767.78,123511,19
"23961","No","2015 - 2019",541648,2,12,0,209,1
"23962","No","2015 - 2019",466419,1,1,12.85,23,1
"23963","No","2015 - 2019",544790,1,4,0,0,1
"23964","No","2000 - 2004",96175,2,4,0,166,1
"23965","No","2010 - 2014",455663,1,1,0,16.516666,1
"23966","No","2015 - 2019",539151,1,3,120.95,741,1
"23967","No","2015 - 2019",499031,1,4,42.81,536,1
"23968","No","2015 - 2019",537547,1,1,578.07,0,1
"23969","No","2000 - 2004",117904,1,2,47.82,167,1
"23970","No","2010 - 2014",455760,2,20,0,1589.616667,1
"23971","No","2015 - 2019",477927,2,43,49614.78,736942,1
"23972","No","2010 - 2014",383614,1,22,395.2,4181,1
"23973","No","2015 - 2019",481341,1,1,0.37,9,1
"23974","No","2010 - 2014",448512,1,11,101.02,1124,7
"23975","No","2015 - 2019",502297,1,4,8.88e-16,0,1
"23976","No","2015 - 2019",502717,1,3,8952.13,0,1
"23977","No","2015 - 2019",541708,1,7,0,0,1
"23978","No","2010 - 2014",453769,1,7,0,1104.666669,1
"23979","No","2010 - 2014",459011,2,2,0.02,4,1
"23980","No","2015 - 2019",543683,1,7,0,0,1
"23981","No","2015 - 2019",531831,1,6,41.03,308,1
"23982","Yes","2015 - 2019",538723,1,12,7245.07,43964,1
"23983","No","2010 - 2014",392433,4,231,479444.68,12889228,1
"23984","No","2015 - 2019",549947,1,2,544.94,3521,1
"23985","No","2015 - 2019",502775,2,39,304.77,43322,2
"23986","No","2015 - 2019",484239,1,6,17.3,266,1
"23987","No","2010 - 2014",368503,1,1,0.01,3,1
"23988","No","2015 - 2019",496160,1,2,0,533,1
"23989","No","2015 - 2019",500768,2,2,0,350.35,1
"23990","No","2010 - 2014",387904,1,53,964.98,4035,1
"23991","No","2015 - 2019",500852,1,2,0,11.883333,1
"23992","No","2015 - 2019",549479,1,5,156.81,937,2
"23993","No","2015 - 2019",491100,3,67,16974.7,195182,1
"23994","No","2015 - 2019",537696,1,2,583,0,1
"23995","No","2010 - 2014",455346,1,14,0,10851.1,1
"23996","No","2005 - 2009",225189,1,1,0.09,2,1
"23997","No","2010 - 2014",438041,3,6,3268.03,553,1
"23998","No","2010 - 2014",453157,1,13,0,1387.916663,1
"23999","No","2015 - 2019",541600,1,7,0,0,1
"24000","No","2015 - 2019",539637,2,21,579.79,3075,1
"24001","No","2015 - 2019",541154,1,7,0,0,1
"24002","No","2015 - 2019",546430,1,20,3445.91,15214,1
"24003","No","2010 - 2014",418562,3,41,1549.96,15797,1
"24004","No","2015 - 2019",495192,1,9,77.76,1914,1
"24005","No","2010 - 2014",433407,1,17,664.94,13855,1
"24006","No","2015 - 2019",542179,1,7,0,0,3
"24007","No","2015 - 2019",470265,1,8,59.84,518,1
"24008","No","2015 - 2019",483844,2,38,5889.88,60104,1
"24009","No","2015 - 2019",499227,1,4,341.53,4058,1
"24010","No","2010 - 2014",452232,4,54,58535.33,4167,1
"24011","No","2010 - 2014",455620,1,5,0,847.283333,1
"24012","No","2010 - 2014",454370,3,126,0,702306.2666,1
"24013","No","2015 - 2019",479953,1,1,0,0.3,1
"24014","No","2010 - 2014",455159,1,2,0,21.15,1
"24015","No","2015 - 2019",482732,1,8,286.27,38263,1
"24016","No","2015 - 2019",498650,1,61,3947.29,33341,1
"24017","No","2015 - 2019",543757,1,7,0,0,1
"24018","No","2005 - 2009",344698,1,6,474.22,1703,1
"24019","No","2010 - 2014",454205,1,16,0,3497.899998,1
"24020","No","2015 - 2019",544441,1,7,0,0,1
"24021","No","2010 - 2014",453324,1,2,0,190.683332,1
"24022","No","2005 - 2009",161500,1,1,0.46,1,1
"24023","No","2005 - 2009",318596,1,18,1143.12,23727,1
"24024","No","2010 - 2014",455319,1,2,0,157.233332,1
"24025","No","2015 - 2019",549281,3,20,34997.77,5928,2
"24026","No","2015 - 2019",555542,1,9,72.68,432,1
"24027","No","2015 - 2019",539571,1,15,428.78,3170,1
"24028","No","2010 - 2014",451127,2,16,272.9,1680,1
"24029","No","2010 - 2014",448309,1,30,2639.98,113412,44
"24030","No","2000 - 2004",114468,1,2,3.58,2,1
"24031","No","2015 - 2019",503289,1,7,28.63,680,1
"24032","No","2010 - 2014",454923,1,19,0,2614.066667,1
"24033","No","2015 - 2019",541872,1,8,749.87,4534,1
"24034","No","2015 - 2019",542673,1,9,990.73,10190,1
"24035","No","2010 - 2014",454661,1,3,0,649.116667,1
"24036","No","2005 - 2009",282979,1,41,2285.98,108390,1
"24037","No","2005 - 2009",281913,1,14,342.27,2015,1
"24038","No","2015 - 2019",478597,2,35,1532.28,76676,19
"24039","No","2010 - 2014",385694,3,14,8594.44,41,1
"24040","No","2015 - 2019",502683,1,3,16.82,64,1
"24041","No","2015 - 2019",496922,1,51,666.82,31576,1
"24042","No","2015 - 2019",495253,1,7,30.37,279,1
"24043","No","2010 - 2014",408276,1,60,792.92,4501,1
"24044","No","2015 - 2019",544776,1,8,1481.5,2488,1
"24045","No","2015 - 2019",497124,2,18,3743.81,13094,1
"24046","No","2015 - 2019",545094,1,6,22.63,1005,1
"24047","No","2010 - 2014",453221,2,52,0,406657.8167,1
"24048","No","2015 - 2019",544340,1,7,0,0,1
"24049","No","2015 - 2019",468600,4,359,332776.64,22098380,2
"24050","No","2015 - 2019",537844,2,21,862.54,7468,2
"24051","No","2000 - 2004",140576,1,3,25.97,177,1.70087613981261
"24052","No","2015 - 2019",542433,1,7,0,0,1
"24053","No","2015 - 2019",539508,1,1,85,340,1
"24054","No","2015 - 2019",478438,1,17,1042.32,67439,1
"24055","No","2015 - 2019",536904,1,48,3327.48,35354,1
