"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"502","No","2000 - 2004",82125,1,34,7369.06,16008,1
"503","No","2000 - 2004",82164,3,114,42624.85,166631,1
"504","No","2000 - 2004",82386,2,84,29989,35445,1
"505","No","2000 - 2004",82415,4,156,26701.97,1315444,1
"506","No","2000 - 2004",82464,1,58,19405.77,363996,1
"507","No","2000 - 2004",82469,3,249,111956.07,2182744,1
"508","No","2000 - 2004",82516,3,160,62098.52,5022190,265
"509","No","2000 - 2004",82875,5,410,582023.73,9346585,7
"510","No","2000 - 2004",82965,1,61,5017.38,89838,1
"511","No","2000 - 2004",83057,2,100,10940.9,172162,1
"512","No","2000 - 2004",83077,4,282,209620.55,2498893,7
"513","No","2000 - 2004",83221,1,30,408.11,631,1
"514","No","2000 - 2004",83226,4,301,202442.88,5921932,1
"515","No","2000 - 2004",83371,1,37,2308.69,22877,1
"516","No","2000 - 2004",83513,3,93,42000.84,662056,1
"517","No","2000 - 2004",83571,4,256,223345.25,3444894,138
"518","No","2000 - 2004",83648,1,20,5539.98,8289,1
"519","No","2000 - 2004",83649,2,49,43037.64,573484,1
"520","No","2000 - 2004",83736,1,2,0,0,1
"521","No","2000 - 2004",83768,1,25,2892.9,7118,1
"522","No","2000 - 2004",84214,1,30,1761.14,20174,1
"523","No","2000 - 2004",84261,2,5,65.22,7,1
"524","No","2000 - 2004",84334,1,27,8799.44,19005,1
"525","No","2000 - 2004",84373,2,81,16468.71,162501,1
"526","Yes","2000 - 2004",84817,2,19,3392.7,181428,1
"527","No","2000 - 2004",84824,3,86,13589.6,90806,11
"528","No","2000 - 2004",85283,3,392,122036.71,731908.8,1
"529","No","2000 - 2004",85383,3,98,62439.74,95281,1
"530","Yes","2000 - 2004",85391,1,57,10103.83,80051,1
"531","No","2000 - 2004",85448,2,119,6418.64,62764,1
"532","Yes","2000 - 2004",85456,4,283,754963.62,14522534,2
"533","No","2000 - 2004",85473,1,6,1.33e-15,0,1
"534","No","2000 - 2004",85548,1,3,148.02,1559,1
"535","No","2000 - 2004",85604,3,104,101213.46,441176,1
"536","Yes","2000 - 2004",85689,1,32,4689.57,11875,1
"537","No","2000 - 2004",85821,1,10,1070.76,1916,1
"538","No","2000 - 2004",85926,1,6,42981.9,0,2
"539","No","2000 - 2004",85949,4,179,53826.97,1423064,5
"540","No","2000 - 2004",86041,1,10,226.29,743,1
"541","No","2000 - 2004",86118,7,465,746762.07,13051549,145
"542","No","2000 - 2004",86323,1,51,1954.71,43014,1
"543","No","2000 - 2004",86431,4,743,978370.41,25350782,5
"544","No","2000 - 2004",86519,3,95,64148.82,549420,2
"545","No","2000 - 2004",86528,1,101,9168.99,13482,1
"546","No","2000 - 2004",86652,3,205,59680.99,1041958,30
"547","No","2000 - 2004",86653,2,64,1998.58,31049,1
"548","No","2000 - 2004",86675,3,222,107333.35,577464,1
"549","No","2000 - 2004",86686,1,56,16148.61,101648,1
"550","No","2000 - 2004",86764,2,22,7858.8,186585,1
"551","No","2000 - 2004",86845,3,190,205180.54,5597376,1
"552","No","2000 - 2004",86996,1,93,46008.61,586566,3
"553","Yes","2000 - 2004",87012,2,21,2768.33,4412,1
"554","No","2000 - 2004",87185,1,79,6805.58,39082,2
"555","No","2000 - 2004",87256,1,2,64.95,119,1
"556","No","2000 - 2004",87257,3,105,46109.08,926516,2
"557","No","2000 - 2004",87288,1,20,15636.89,268876,1
"558","No","2000 - 2004",87377,1,2,4.12,7,1
"559","No","2000 - 2004",87378,1,77,3327.57,12309,1
"560","No","2000 - 2004",87384,1,124,20123.93,213870,1
"561","No","2000 - 2004",87466,5,483,627406.69,11421219,1
"562","No","2000 - 2004",87514,2,109,43995.14,2711822,2
"563","No","2000 - 2004",87548,2,110,27298.91,43702,1
"564","No","2000 - 2004",87599,7,864,2643481.85,157324367,26
"565","No","2000 - 2004",87713,1,92,44176.77,36769,1
"566","No","2000 - 2004",87820,1,50,16531.82,13427,1
"567","Yes","2000 - 2004",87832,1,1,8.85,538,1
"568","No","2000 - 2004",87844,1,122,72773.07,146972,1
"569","No","2000 - 2004",87868,3,114,37353.03,650472,1
"570","No","2000 - 2004",87998,3,227,298267.7,448973,1
"571","No","2000 - 2004",88230,1,94,4824.73,12856,1
"572","No","2000 - 2004",88326,3,93,241104.09,68649,1
"573","No","2000 - 2004",88513,4,93,96929.96,2305330,1
"574","No","2000 - 2004",88545,1,72,17116.68,27907,1
"575","No","2000 - 2004",88546,2,154,101535.02,1944757,4
"576","No","2000 - 2004",88615,1,4,-315.16,176,1
"577","No","2000 - 2004",88662,1,31,2913.11,8199,1
"578","No","2000 - 2004",88709,1,27,3773.18,14323,1
"579","No","2000 - 2004",88786,1,1,1.5,14,1
"580","No","2000 - 2004",88837,6,375,418952.66,12425556,1
"581","No","2000 - 2004",88961,2,65,2910.09,61111,7
"582","No","2000 - 2004",89057,3,182,98695.19,2075980,3
"583","No","2000 - 2004",89067,1,33,666.16,5738,1
"584","Yes","2000 - 2004",89101,2,43,12528.57,50503,1
"585","No","2000 - 2004",89157,4,295,315866.05,1207000,1
"586","No","2000 - 2004",89160,4,271,73431.13,833885,27
"587","No","2000 - 2004",89248,1,50,1516.96,20798,1
"588","No","2000 - 2004",89263,4,255,96818.79,5405173,3
"589","No","2000 - 2004",89390,1,45,3912.51,13342,1
"590","No","2000 - 2004",89457,1,32,2715.95,8611,1
"591","No","2000 - 2004",89461,1,2,16.91,141,1
"592","Yes","2000 - 2004",89532,2,8,629.58,2474,1
"593","No","2000 - 2004",89547,3,196,195362.56,6540224,1
"594","No","2000 - 2004",89815,1,3,12.77,221,1
"595","No","2000 - 2004",89821,2,135,42200.25,28614,2
"596","No","2000 - 2004",90014,4,425,131689.05,2567865,1
"597","No","2000 - 2004",90179,1,87,22258,207596,1
"598","No","2000 - 2004",90260,4,282,244044.35,1671540,1
"599","No","2000 - 2004",90275,3,103,29175.08,133924,2
"600","No","2000 - 2004",90284,6,391,615987.84,12188891,7
"601","No","2000 - 2004",90323,1,60,22924.75,23752,1
"602","No","2000 - 2004",90503,1,86,24844.45,17330,1
"603","No","2000 - 2004",90533,1,19,1029.81,2666,1
"604","No","2000 - 2004",90581,2,79,29313.34,73726,1
"605","No","2000 - 2004",90587,1,25,2021.23,2897,1
"606","No","2000 - 2004",90601,1,7,252.34,1100,1
"607","No","2000 - 2004",90729,2,11,75.36,801,1
"608","No","2000 - 2004",90742,1,43,828.71,1701,1
"609","No","2000 - 2004",90804,2,60,6615.41,62263,1
"610","No","2000 - 2004",90808,4,239,287691.02,3683804,1
"611","No","2000 - 2004",91126,1,101,10453.43,250204,1
"612","No","2000 - 2004",91166,1,29,4500.79,6224,1
"613","No","2000 - 2004",91245,1,26,1458.07,7833,1
"614","Yes","2000 - 2004",91324,2,73,15203.02,8245,1
"615","No","2000 - 2004",91461,1,17,114.83,2073,1
"616","No","2000 - 2004",91491,1,14,149.38,3112,1
"617","No","2000 - 2004",91520,1,41,9555.37,22920,1
"618","No","2000 - 2004",91562,1,42,3493.1,55152,1
"619","No","2000 - 2004",91700,1,69,10993.52,88647,1
"620","No","2000 - 2004",91842,1,10,687.41,1053,1
"621","No","2000 - 2004",91872,10,917,6113433.32,146226026,49
"622","No","2000 - 2004",91878,1,3,-888.41,0,1
"623","No","2000 - 2004",91904,3,84,7973.31,251802,1
"624","Yes","2000 - 2004",91926,2,98,16862.81,49648,1
"625","No","2000 - 2004",91947,1,41,792.82,2232,1
"626","No","2000 - 2004",91997,2,101,21825.55,193941,1
"627","No","2000 - 2004",92046,1,34,1942.37,34739,1
"628","No","2000 - 2004",92110,1,23,430.21,3563,1
"629","No","2000 - 2004",92124,4,223,73589.64,2388576,4
"630","No","2000 - 2004",92181,1,26,1128.65,5771,1
"631","No","2000 - 2004",92263,2,47,2759.49,9399,1
"632","No","2000 - 2004",92330,1,23,1432.25,20107,7
"633","No","2000 - 2004",92332,1,28,727.84,14299,1
"634","No","2000 - 2004",92357,1,9,395.64,547,1
"635","No","2000 - 2004",92412,4,371,146469.14,4064430,1
"636","No","2000 - 2004",92546,3,161,99088.1,511640,1
"637","Yes","2000 - 2004",92656,1,5,159.87,109,1
"638","No","2000 - 2004",92760,1,8,337.35,771,1
"639","No","2000 - 2004",92818,1,41,813.45,5964,1
"640","No","2000 - 2004",92821,4,221,127968.01,1699635,3
"641","No","2000 - 2004",92872,1,22,242.15,3045,1
"642","No","2000 - 2004",92885,1,14,1367.82,1960,1
"643","No","2000 - 2004",92924,8,862,4642403.75,29563582,8
"644","No","2000 - 2004",93075,3,215,67177.61,840422,4
"645","No","2000 - 2004",93311,4,429,623896.74,5088271,2
"646","No","2000 - 2004",93323,1,37,229.82,6435,1
"647","No","2000 - 2004",93408,2,91,4547.28,38595,1
"648","No","2000 - 2004",93437,1,27,265.78,7293,1
"649","No","2000 - 2004",93446,3,44,2871.41,5809,1
"650","No","2000 - 2004",93487,1,51,16230.67,61856,1
"651","No","2000 - 2004",93494,1,3,65.71,109,1
"652","No","2000 - 2004",93510,1,62,13827.34,2870,1
"653","No","2000 - 2004",93597,1,18,32.03,937,1
"654","No","2000 - 2004",93742,1,23,1234.31,4317,1
"655","No","2000 - 2004",93743,1,27,251.84,1229,1
"656","No","2000 - 2004",93815,3,116,19869.28,167370,2
"657","No","2000 - 2004",93946,1,58,21001.69,50490,2
"658","Yes","2000 - 2004",93963,1,30,5007.18,13939,1
"659","No","2000 - 2004",94004,1,82,2506.93,9001,3
"660","Yes","2000 - 2004",94008,1,64,27240.3,185982,1
"661","No","2000 - 2004",94009,1,80,1410.2,4517,1
"662","No","2000 - 2004",94011,2,63,8157.48,6501,1
"663","No","2000 - 2004",94128,2,44,20046.93,594205,1
"664","No","2000 - 2004",94154,1,20,2336,8837,1
"665","No","2000 - 2004",94177,5,366,446008.68,3471761,3
"666","No","2000 - 2004",94221,2,23,763.64,1496,1
"667","No","2000 - 2004",94272,4,178,15060.29,117562,1
"668","No","2000 - 2004",94276,1,55,6170.31,143586,1
"669","Yes","2000 - 2004",94278,1,23,2792.18,15251,1
"670","No","2000 - 2004",94327,1,20,830.83,9767,1
"671","No","2000 - 2004",94444,3,135,76925.78,4193939,1
"672","No","2000 - 2004",94546,2,19,2363.01,7826,1
"673","Yes","2000 - 2004",94554,1,5,42.61,135,1
"674","No","2000 - 2004",94569,1,5,79.59,595,1
"675","No","2000 - 2004",94667,3,51,2599.67,7289,1
"676","No","2000 - 2004",94762,1,6,299.72,1478,1
"677","No","2000 - 2004",94868,2,40,15297.22,60687,1
"678","No","2000 - 2004",94958,1,41,1337.75,4337,1
"679","No","2000 - 2004",94960,1,4,40.42,42,1
"680","No","2000 - 2004",95003,1,32,1286.44,48223,1
"681","No","2000 - 2004",95041,1,36,782.08,1790,1
"682","No","2000 - 2004",95042,1,42,664.38,5645,1
"683","No","2000 - 2004",95060,1,58,27059.81,17639,1
"684","No","2000 - 2004",95066,1,57,3366.86,35943,1
"685","No","2000 - 2004",95158,1,15,3981.13,5319,1
"686","No","2000 - 2004",95160,4,308,281734.98,15737126,1
"687","No","2000 - 2004",95204,1,42,1394.29,3008,1
"688","No","2000 - 2004",95249,2,36,117800.25,0,1
"689","Yes","2000 - 2004",95262,1,16,2638.88,0,1
"690","No","2000 - 2004",95324,4,192,101744.02,2237330,1
"691","No","2000 - 2004",95463,2,71,6835.38,84964,2
"692","No","2000 - 2004",95470,1,78,13424.85,19482,1
"693","No","2000 - 2004",95691,2,151,32199.68,95489,1
"694","No","2000 - 2004",95700,1,19,102.54,263,1
"695","No","2000 - 2004",95719,1,37,3243.98,36446,2
"696","No","2000 - 2004",95740,4,77,10949.26,105896,1
"697","No","2000 - 2004",95813,1,41,3128.86,57338,1
"698","No","2000 - 2004",95827,2,21,2035.57,0,1
"699","No","2000 - 2004",95874,1,17,1139.75,10655,1
"700","No","2000 - 2004",95885,1,30,511.8,5781,1
"701","No","2000 - 2004",95916,1,21,276.61,2918,2
"702","Yes","2000 - 2004",95940,3,50,52245.53,345226,2
"703","No","2000 - 2004",96017,2,90,6374.05,172177,1
"704","No","2000 - 2004",96090,2,71,21587.75,35579,1
"705","No","2000 - 2004",96112,2,218,86014.32,369126,2
"706","No","2000 - 2004",96171,1,61,8794.41,9826,1
"707","No","2000 - 2004",96204,2,73,17807,629669,1
"708","No","2000 - 2004",96296,4,107,45462.65,448398,1
"709","No","2000 - 2004",96306,1,16,458.43,2708,1
"710","No","2000 - 2004",96365,1,53,-4142.67,16231,2
"711","No","2000 - 2004",96436,4,159,98389.45,1699908,8
"712","No","2000 - 2004",96552,2,117,61921.79,138006,1
"713","No","2000 - 2004",96560,5,97,0,290181,1
"714","No","2000 - 2004",96601,1,38,753.62,2688,1
"715","No","2000 - 2004",96684,1,37,3306.57,14012,1
"716","No","2000 - 2004",96699,2,79,22253.6,190122,1
"717","No","2000 - 2004",96851,1,8,588.37,7362,1
"718","Yes","2000 - 2004",96920,1,11,44.77,850,1
"719","Yes","2000 - 2004",97049,1,49,12189.26,254941,1
"720","No","2000 - 2004",97081,1,2,128.26,213,1
"721","No","2000 - 2004",97083,4,255,211162.33,4020007,1
"722","No","2000 - 2004",97105,1,23,188.07,1306,1
"723","No","2000 - 2004",97188,4,315,89342.3,447215,2
"724","No","2000 - 2004",97224,2,50,8018.44,159117,1
"725","No","2000 - 2004",97382,2,124,13259.36,220629,4
"726","Yes","2000 - 2004",97439,1,84,28394.22,22231,1
"727","No","2000 - 2004",97656,3,131,8192.24,49666,1
"728","No","2000 - 2004",97706,2,96,35485.22,43577,2
"729","No","2000 - 2004",97720,1,10,973.29,992,1
"730","No","2000 - 2004",97757,3,102,24578.53,116131,1
"731","Yes","2000 - 2004",97758,1,15,630.93,1159,1
"732","No","2000 - 2004",97847,1,3,20.63,5,1
"733","No","2000 - 2004",97872,1,12,39.58,343,1
"734","No","2000 - 2004",97904,1,13,664.66,7786,1
"735","No","2000 - 2004",97909,1,72,-3.53,5207,1
"736","No","2000 - 2004",97954,1,16,0,0,1
"737","No","2000 - 2004",98294,3,81,9253.01,551990,1
"738","No","2000 - 2004",98352,3,153,28138.27,400695,1
"739","No","2000 - 2004",98520,5,506,338531.32,9281897,42
"740","Yes","2000 - 2004",98543,4,177,152482.78,2900941,1
"741","No","2000 - 2004",98564,4,286,146064.3,3786713,1
"742","No","2000 - 2004",98578,1,37,281.02,1082,1
"743","No","2000 - 2004",98666,1,56,14851.15,803533,2
"744","No","2000 - 2004",98699,1,10,555.27,2419,1
"745","No","2000 - 2004",98707,1,3,6.57,0,1
"746","No","2000 - 2004",98862,1,30,5119.42,37774,1
"747","No","2000 - 2004",98863,1,42,10887.63,22893,1
"748","No","2000 - 2004",98866,2,92,95553.08,1809600,13
"749","No","2000 - 2004",98899,1,34,2885.4,40718,1
"750","No","2000 - 2004",98963,1,6,83.63,169,1
"751","No","2000 - 2004",98973,1,65,2142.47,10203,1
"752","No","2000 - 2004",98981,4,182,144279.23,1533869,1
"753","No","2000 - 2004",99256,1,8,469,687,1
"754","No","2000 - 2004",99472,3,232,163665.33,1383899,1
"755","No","2000 - 2004",99484,3,202,36747.86,2481438,2
"756","No","2000 - 2004",99525,1,35,758,18072,1
"757","Yes","2000 - 2004",99604,1,14,8327.97,29067,1
"758","No","2000 - 2004",99641,1,34,4267,44715,4
"759","No","2000 - 2004",99653,1,41,591.25,3215,1
"760","No","2000 - 2004",99663,1,37,1963.78,14660,1
"761","No","2000 - 2004",99691,3,330,119650.18,752359,1
"762","No","2000 - 2004",99788,4,106,316654.5,15345890,1
"763","No","2000 - 2004",99832,1,13,718.08,6528,1
"764","No","2000 - 2004",99839,3,159,39821.98,268506,2
"765","No","2000 - 2004",99873,1,60,8332.37,134978,3
"766","No","2000 - 2004",99874,4,175,154668.73,1069530,10
"767","Yes","2000 - 2004",99898,1,40,6249.83,5729,1
"768","No","2000 - 2004",99901,1,22,640.05,4205,1
"769","No","2000 - 2004",100178,1,75,1001.43,28976,2
"770","No","2000 - 2004",100188,6,362,311827.97,17008359,9
"771","No","2000 - 2004",100565,1,34,3768.34,11500,1
"772","Yes","2000 - 2004",100638,2,27,3170.09,9532,1
"773","No","2000 - 2004",100820,4,330,255498.7,5399236,2
"774","No","2000 - 2004",100851,3,182,326142.29,5545423,2
"775","No","2000 - 2004",100859,1,79,10416.91,54892,1
"776","No","2000 - 2004",100874,1,37,180.62,2408,1
"777","No","2000 - 2004",100915,1,44,4170.05,41107,1
"778","No","2000 - 2004",100943,4,184,97827,3861628,1
"779","No","2000 - 2004",100991,2,112,12479.81,87378,1
"780","Yes","2000 - 2004",101053,2,105,16653.93,68990,1
"781","No","2000 - 2004",101113,2,12,145.36,482,1
"782","No","2000 - 2004",101300,4,178,128673.4,1218037,1
"783","No","2000 - 2004",101377,2,15,1499.02,11807,1
"784","No","2000 - 2004",101411,2,55,6007.21,45555,1
"785","Yes","2000 - 2004",101523,2,3,27.93,71,1
"786","Yes","2000 - 2004",101582,1,9,365.55,6447,1
"787","No","2000 - 2004",101728,4,131,56180.39,214319,1
"788","No","2000 - 2004",101821,1,2,20.75,43,1
"789","No","2000 - 2004",101840,1,10,0,0,1
"790","No","2000 - 2004",101858,5,412,269391.45,4464491,4
"791","No","2000 - 2004",101875,1,30,917.06,6006,1
"792","No","2000 - 2004",101890,2,307,34449.19,201630,2
"793","No","2000 - 2004",101988,2,130,32676.34,466235,49
"794","No","2000 - 2004",101994,2,72,10806.29,25381,1
"795","No","2000 - 2004",102006,4,201,54835.37,339891,1
"796","No","2000 - 2004",102025,1,19,5033.59,148079,1
"797","No","2000 - 2004",102094,1,20,7514.11,32644,1
"798","No","2000 - 2004",102118,3,86,28628.34,5775,3
"799","No","2000 - 2004",102154,1,21,179.19,1194,1
"800","No","2000 - 2004",102319,5,640,1525100.78,47158712,2
"801","No","2000 - 2004",102325,1,67,20509.31,61119,1
"802","No","2000 - 2004",102350,1,4,12.9,389,1
"803","No","2000 - 2004",102386,1,1,25000,0,1
"804","No","2000 - 2004",102419,1,19,5636.46,155757,1
"805","No","2000 - 2004",102617,4,144,86542.25,37493,1
"806","No","2000 - 2004",102634,2,279,300125.33,614945,2
"807","No","2000 - 2004",102735,3,59,4237.61,221396,1
"808","No","2000 - 2004",102817,2,126,22045.42,170483,1
"809","No","2000 - 2004",102888,2,50,16237.73,43067,1
"810","No","2000 - 2004",103061,4,681,2200561.87,92660607,3
"811","No","2000 - 2004",103090,1,54,849.41,85609,21
"812","No","2000 - 2004",103197,3,99,47042.23,47896,2
"813","No","2000 - 2004",103284,1,34,10222.78,0,1
"814","No","2000 - 2004",103339,1,23,351.49,2841,1
"815","Yes","2000 - 2004",103377,1,56,6529.09,14100,1
"816","No","2000 - 2004",103406,1,22,10379.38,24486,1
"817","No","2000 - 2004",103416,1,146,52665.31,840080,1
"818","Yes","2000 - 2004",103517,1,16,286.56,0,1
"819","No","2000 - 2004",103569,1,23,384.32,3595,1
"820","No","2000 - 2004",103591,1,36,13345.14,291856,1
"821","No","2000 - 2004",103615,1,80,39413.05,136364,1
"822","No","2000 - 2004",103653,1,17,72.42,0,1
"823","No","2000 - 2004",103656,1,13,939.83,2517,1
"824","Yes","2000 - 2004",103674,2,49,1614.92,5411,1
"825","No","90s",103702,1,6,12.35,17,1
"826","No","90s",103732,2,187,43603.94,45000,1
"827","No","90s",103808,2,5,0,3,1
"828","No","90s",103826,1,17,108.63,0,2
"829","No","90s",103831,1,19,9049.41,17634,1
"830","No","90s",103837,1,2,2.87,2,1
"831","No","90s",103864,1,17,70.29,0,2
"832","No","90s",103866,1,2,3.58,2,1
"833","No","90s",103881,2,5,5.35,9,1
"834","Yes","90s",103911,1,38,43611.85,143207,1
"835","No","90s",103914,1,56,1750.96,9896,1
"836","No","90s",103915,1,4,20.06,55,1
"837","No","2000 - 2004",103959,1,12,52.43,463,1
"838","No","2000 - 2004",104009,2,28,1106.44,1986,1
"839","No","2000 - 2004",104022,2,43,1972.95,12227,1
"840","No","2000 - 2004",104025,1,2,4.01,5,1
"841","No","2000 - 2004",104034,2,95,6618.37,16149,1
"842","No","2000 - 2004",104037,1,39,4966.37,11908,1
"843","No","2000 - 2004",104048,1,16,826.43,2959,1
"844","No","2000 - 2004",104066,1,2,3.09,4,1
"845","No","2000 - 2004",104072,1,2,42.89,133,1
"846","Yes","2000 - 2004",104080,3,28,5930.99,40040,1
"847","No","2000 - 2004",104096,2,72,7298.86,16404,1
"848","No","2000 - 2004",104110,1,2,3.01,1,1
"849","No","2000 - 2004",104155,1,20,1008.23,2649,1
"850","No","2000 - 2004",104167,1,2,2.98,3,1
"851","No","2000 - 2004",104184,1,71,32756.87,79346,2
"852","No","2000 - 2004",104190,1,34,501.13,3127,1
"853","No","2000 - 2004",104193,1,17,36.21,0,1
"854","No","2000 - 2004",104205,2,25,4759.14,18964,1
"855","No","2000 - 2004",104252,1,21,1828.91,4771,1
"856","Yes","2000 - 2004",104255,1,6,0,5,1
"857","No","2000 - 2004",104276,1,17,33.83,0,1
"858","No","2000 - 2004",104300,2,42,9464.38,30099,1
"859","No","2000 - 2004",104301,1,58,4974.97,15534,1
"860","No","2000 - 2004",104311,1,72,11568.69,70164,4
"861","No","2000 - 2004",104315,1,3,5.35,10,1
"862","No","2000 - 2004",104331,2,133,57468.02,152937,1
"863","No","2000 - 2004",104346,1,19,614.23,10,1
"864","No","2000 - 2004",104351,1,18,848.96,2938,1
"865","No","2000 - 2004",104362,2,54,28400.93,77012,1
"866","No","2000 - 2004",104382,2,18,835.74,2472,1
"867","No","2000 - 2004",104394,1,2,258.42,717,1
"868","No","2000 - 2004",104423,2,136,35586.74,27408,1
"869","No","2000 - 2004",104426,1,42,22709.41,139262,2
"870","No","2000 - 2004",104440,1,17,14.79,61,1
"871","No","2000 - 2004",104442,1,60,5267.5,28340,1
"872","Yes","2000 - 2004",104463,1,13,186.85,596,1
"873","No","2000 - 2004",104464,1,2,5.35,1,1
"874","No","2000 - 2004",104471,1,30,718.44,1172,1
"875","No","2000 - 2004",104495,1,3,365.24,2420,1
"876","No","2000 - 2004",104515,1,55,15873.26,27209,1
"877","No","2000 - 2004",104543,1,2,53.47,462,1
"878","No","2000 - 2004",104599,1,28,781.09,1940,1
"879","No","2000 - 2004",104633,1,13,1108.27,2876,1
"880","No","2000 - 2004",104650,1,38,5798.87,13638,1
"881","No","2000 - 2004",104760,1,20,1812.15,4612,1
"882","No","2000 - 2004",104961,1,35,856.62,4810,1
"883","No","2000 - 2004",104969,1,30,196.8,6739,1
"884","No","2000 - 2004",104983,5,348,344744.73,7710643,1
"885","No","2000 - 2004",104998,1,22,13820.79,48773,1
"886","No","90s",105100,1,2,51.16,248,1
"887","No","90s",105106,1,17,217.26,0,6
"888","No","90s",105153,1,3,-37.61,0,1
"889","No","90s",105214,1,3,5.34,2,1
"890","No","90s",105323,1,8,274.62,2319,1
"891","No","90s",105335,1,21,1468.1,2271,1
"892","Yes","90s",105373,1,6,0,3,1
"893","No","90s",105487,1,18,1425.52,13515,1
"894","No","90s",105492,1,16,755.45,2600,1
"895","No","90s",105660,1,17,36.21,0,1
"896","No","2000 - 2004",105723,1,8,14.48,36,1
"897","Yes","2000 - 2004",105906,1,2,6.16,15,1
